2014-02-04 12:18:21,016 [14] INFO  Umbraco.Core.PluginManager - [Thread 1] Determining hash of code files on disk
2014-02-04 12:18:22,391 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,391 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,391 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,391 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,391 [14] INFO  Umbraco.Core.PluginManager - [Thread 1] Starting resolution types of Umbraco.CodeGen.WaitForSixTwo.PublishedContentModel
2014-02-04 12:18:22,407 [14] INFO  Umbraco.Core.PluginManager - [Thread 1] Completed resolution of types of Umbraco.CodeGen.WaitForSixTwo.PublishedContentModel, found 27 (took 13ms)
2014-02-04 12:18:22,407 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,407 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,485 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,672 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,672 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  jumps.umbraco.usync.uSync - [Thread 1] uSync Starting - for detailed debug info. set priority to 'Debug' in log4net.config file
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  jumps.umbraco.usync.uSync - [Thread 1] umbraco not configured, usync aborting
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:22,828 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:23,094 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 7] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:23,094 [14] WARN  Umbraco.Web.UmbracoModule - [Thread 7] Umbraco is not configured
2014-02-04 12:18:39,188 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 6] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:39,188 [14] INFO  Umbraco.Web.UI.Install.InstallerRestService - [Thread 6] Running 'Install' service
2014-02-04 12:18:39,188 [14] INFO  Umbraco.Core.DatabaseContext - [Thread 6] Database configuration status: Started
2014-02-04 12:18:39,188 [14] INFO  Umbraco.Core.DatabaseContext - [Thread 6] Database requires upgrade
2014-02-04 12:18:39,204 [14] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '7.0.3',''
2014-02-04 12:18:39,204 [14] INFO  Umbraco.Web.UI.Install.InstallerRestService - [Thread 11] Running 'Upgrade' service
2014-02-04 12:18:39,204 [14] INFO  Umbraco.Core.DatabaseContext - [Thread 11] Database upgrade started
2014-02-04 12:18:39,220 [14] INFO  Umbraco.Core.Persistence.Migrations.MigrationRunner - [Thread 11] Initializing database migrations
2014-02-04 12:18:39,220 [14] INFO  Umbraco.Core.PluginManager - [Thread 11] Starting resolution types of Umbraco.Core.Persistence.Migrations.IMigration
2014-02-04 12:18:39,235 [14] INFO  Umbraco.Core.PluginManager - [Thread 11] Completed resolution of types of Umbraco.Core.Persistence.Migrations.IMigration, found 28 (took 9ms)
2014-02-04 12:18:39,329 [14] INFO  Umbraco.Core.DatabaseContext - [Thread 11] Database configuration status: <p>Upgrade completed!</p>
2014-02-04 12:18:39,360 [14] INFO  Umbraco.Core.UmbracoApplicationBase - [Thread 10] Application shutdown. Reason: ConfigurationChange
2014-02-04 12:18:43,970 [15] INFO  Umbraco.Core.PluginManager - [Thread 23] Determining hash of code files on disk
2014-02-04 12:18:44,001 [15] INFO  Umbraco.Core.PluginManager - [Thread 23] Hash determined (took 12ms)
2014-02-04 12:18:44,001 [15] INFO  Umbraco.Core.PluginManager - [Thread 23] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2014-02-04 12:18:44,439 [15] INFO  Umbraco.Core.PluginManager - [Thread 23] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 36 (took 423ms)
2014-02-04 12:18:44,532 [15] INFO  Umbraco.Core.PluginManager - [Thread 23] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2014-02-04 12:18:44,532 [15] INFO  Umbraco.Core.PluginManager - [Thread 23] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 1 (took 7ms)
2014-02-04 12:18:44,548 [15] INFO  Umbraco.Core.PluginManager - [Thread 23] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
2014-02-04 12:18:44,548 [15] INFO  Umbraco.Core.PluginManager - [Thread 23] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 16 (took 8ms)
2014-02-04 12:18:44,564 [15] INFO  Umbraco.Core.PluginManager - [Thread 23] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2014-02-04 12:18:44,579 [15] INFO  Umbraco.Core.PluginManager - [Thread 23] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 6 (took 11ms)
2014-02-04 12:18:44,579 [15] INFO  Umbraco.Core.PluginManager - [Thread 23] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2014-02-04 12:18:44,595 [15] INFO  Umbraco.Core.PluginManager - [Thread 23] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 31 (took 9ms)
